ltable_item_name,rtable_item_name,label
Lô: PHA02112302   HD: 10/2028,MGWC Vitacap Bo Sung Vitamin & Khoang Chat(5 Vi X 10 Vien),0
KU trẻ em Bobby không hương 100-1809,MGWC Vitacap Bo Sung Vitamin & Khoang Chat(5 Vi X 10 Vien),0
NEXIUM MUPS TAB 40MG 2X7'S,MGWC Vitacap Bo Sung Vitamin & Khoang Chat(5 Vi X 10 Vien),0
Lessenol Extra (Hộp 100 viên),MGWC Vitacap Bo Sung Vitamin & Khoang Chat(5 Vi X 10 Vien),0
PREGNACARE PLUS OMEGA 3 (H/56 VIEN) - UNITED KINGDOM,MGWC Vitacap Bo Sung Vitamin & Khoang Chat(5 Vi X 10 Vien),0
Life-Space Double Strength Probiotic 30 Capsules,MGWC Vitacap Bo Sung Vitamin & Khoang Chat(5 Vi X 10 Vien),0
FEROGLOBIN B12 CAPSULES (H/30 VIEN),MGWC Vitacap Bo Sung Vitamin & Khoang Chat(5 Vi X 10 Vien),0
Dung dịch làm mờ sẹo và vết thâm (Acnes C10) 15 ml - 8935006531963 (BARCODE),MGWC Vitacap Bo Sung Vitamin & Khoang Chat(5 Vi X 10 Vien),0
Kẹo the vị dưa hấu Playmore hũ 22g,MGWC Vitacap Bo Sung Vitamin & Khoang Chat(5 Vi X 10 Vien),0
Kẹo Ngậm Pulmoll Cherry  Cerise sugar free 45g + Vitamin C,Pulmoll Cherry Cerise Keo Ngam Giam Ho Vi Cherry Khong Duong (Hop 45G),1
ACIGMENTIN 1000 ( AMOXICILLIN 875MG + ACID CLAVULANIC 125MG ) - HỘP 14 VIÊN - MINH HẢI,Pulmoll Cherry Cerise Keo Ngam Giam Ho Vi Cherry Khong Duong (Hop 45G),0
Miếng dán mụn 20M Pharmacity,Pulmoll  Orange Keo Ngam Giam Ho Vi Cam Khong Duong  (Hop 45G),0
PO000308311,Pulmoll  Orange Keo Ngam Giam Ho Vi Cam Khong Duong  (Hop 45G),0
CP61029659 - 114442-NSM OPWHITECHARC FR.MINT500ML B.DOIX12BO,Pulmoll  Orange Keo Ngam Giam Ho Vi Cam Khong Duong  (Hop 45G),0
Kẹo Ngậm Pulmoll Orange sugar free 45g + Vitamin C,Pulmoll  Orange Keo Ngam Giam Ho Vi Cam Khong Duong  (Hop 45G),1
M9054421 EFFACLAR GEL 200ML,Pulmoll  Orange Keo Ngam Giam Ho Vi Cam Khong Duong  (Hop 45G),0
BYEBYE FEVER Super Cool H/3Tui/2Mieng  T/48H-HISAMITSU-JAPAN_1BY003-1-1T2,Pulmoll  Orange Keo Ngam Giam Ho Vi Cam Khong Duong  (Hop 45G),0
BVS Diana Sensi băng quần sizeS-M 2-2110,Pulmoll  Orange Keo Ngam Giam Ho Vi Cam Khong Duong  (Hop 45G),0
Nước gạo buổi sáng (Morning Rice) 500ml,Pulmoll  Orange Keo Ngam Giam Ho Vi Cam Khong Duong  (Hop 45G),0
ROTALZON (60v/Hộp),Pulmoll  Orange Keo Ngam Giam Ho Vi Cam Khong Duong  (Hop 45G),0
DERMATIX ULTRA KIDS TUB 5G 1'S,Pulmoll  Orange Keo Ngam Giam Ho Vi Cam Khong Duong  (Hop 45G),0
"PHARCAVIR (SL: 83094, HD: 28/12/2025) - PO000281489-1",Pulmoll  Orange Keo Ngam Giam Ho Vi Cam Khong Duong  (Hop 45G),0
Bông y tế thấm nước 25gr,Pulmoll  Orange Keo Ngam Giam Ho Vi Cam Khong Duong  (Hop 45G),0
Chai ion muối 680ml Hương Bạc Hà,Fujiwa NSM Ion Muoi Huong Bac Ha 680ml,1
4547691239129 - Bao Cao Su Okamoto Purity 3's,Fujiwa NSM Ion Muoi Huong Bac Ha 680ml,0
HUMALOG MIX50 KWIKPEN (300U/3ML B/5 IT),Fujiwa NSM Ion Muoi Huong Bac Ha 680ml,0
APISOLVAT 10G,Fujiwa NSM Ion Muoi Huong Bac Ha 680ml,0
VITAMIN C 500mg,Mixtard 30 Flexpen 100IU/ml (H/5 But) (R) Inj,0
DAU DUONG AM MAT XA JOHNSON'S 200ML,Mixtard 30 Flexpen 100IU/ml (H/5 But) (R) Inj,0
"PREDNISON 5mg VNA,C/200",Mixtard 30 Flexpen 100IU/ml (H/5 But) (R) Inj,0
CETAPHIL GENTLE SKIN CLEANSER 125ML,Mixtard 30 Flexpen 100IU/ml (H/5 But) (R) Inj,0
Novorapid FlexPen 300U/3ml B/5 (France),Novorapid Flexpen 100U/ml X 3ml (H/5But) (R) Inj,1
ATORPA- E 40/10 (H/30V),Novorapid Flexpen 100U/ml X 3ml (H/5But) (R) Inj,0
PO000306726,Novorapid Flexpen 100U/ml X 3ml (H/5But) (R) Inj,0
Chiết khấu,Novorapid Flexpen 100U/ml X 3ml (H/5But) (R) Inj,0
OFLOXACIN 200mg VBF H/2vỉx10viên Al-Al -00123-010327-DMC 1 (Khuyến mãi không thanh toán),Novorapid Flexpen 100U/ml X 3ml (H/5But) (R) Inj,0
NovoMix 30 FlexPen B/5 (France),Novomix 30 FlexPen 100IU/ml x 3ml (R)(5cay) Inj,1
Ellips Dưỡng Tóc NHUỘM với Triple Care 6'S (Ellips Hair Vitamin Nutri Color With Triple Care),Novomix 30 FlexPen 100IU/ml x 3ml (R)(5cay) Inj,0
BVS Sofy SkinComfort UT W 26cm17/24-1911,Novomix 30 FlexPen 100IU/ml x 3ml (R)(5cay) Inj,0
4547691239129 - Bao Cao Su Okamoto Purity 3's,Novomix 30 FlexPen 100IU/ml x 3ml (R)(5cay) Inj,0
ESORAGIM 20,Novomix 30 FlexPen 100IU/ml x 3ml (R)(5cay) Inj,0
(PO000312279),Novomix 30 FlexPen 100IU/ml x 3ml (R)(5cay) Inj,0
BVS MOLPED TN M.LANH CANH 8X8X6,Mixtard 30 100Iu/Ml X 10ML (R) Inj,0
LEVOTHYROX TAB 100MCG 3x10'S,Mixtard 30 100Iu/Ml X 10ML (R) Inj,0
Mixtard 30 1000IU/10ml B/1 (France),Mixtard 30 100Iu/Ml X 10ML (R) Inj,1
Metronidazol 250mg H/100,Mixtard 30 100Iu/Ml X 10ML (R) Inj,0
GOFEN 400 CLEARCAP;400MG,Mixtard 30 100Iu/Ml X 10ML (R) Inj,0
Vaginax (H/2 vỉ x 7v -104h/k),Insulatard FlexPen 100IU/ml (5But x 3ml) Inj,0
CANESTEN 10MG/G CREAM 20G 1'S,Insulatard FlexPen 100IU/ml (5But x 3ml) Inj,0
VISANNE 2MG TAB 2X14'S,Insulatard FlexPen 100IU/ml (5But x 3ml) Inj,0
LIVOLIN FORTE;,"Infogos 90g Bo Sung Chat Xo, Ho Tro Dieu Tri Tao Bon (30goix3g)",0
PO000308553,"Infogos 90g Bo Sung Chat Xo, Ho Tro Dieu Tri Tao Bon (30goix3g)",0
CONCOR TAB 5MG 3X10'S,"Infogos 90g Bo Sung Chat Xo, Ho Tro Dieu Tri Tao Bon (30goix3g)",0
PO000302955,"Infogos 90g Bo Sung Chat Xo, Ho Tro Dieu Tri Tao Bon (30goix3g)",0
ORACORTIA 1x5 GM,"Infogos 90g Bo Sung Chat Xo, Ho Tro Dieu Tri Tao Bon (30goix3g)",0
"Infogos 
Lô: 010523 - HD: 05/05/2026","Infogos 90g Bo Sung Chat Xo, Ho Tro Dieu Tri Tao Bon (30goix3g)",1
BVS Diana HN Kháng Khuẩn 20 - 2304,"Infogos 90g Bo Sung Chat Xo, Ho Tro Dieu Tri Tao Bon (30goix3g)",0
4547691783776 - Bao Cao Su Okamoto 0.01 HYDRO POLYURETHANE 4'S,"Infogos 90g Bo Sung Chat Xo, Ho Tro Dieu Tri Tao Bon (30goix3g)",0
BIOSUBTYL-II 1g T/80H/25gói,"Infogos 90g Bo Sung Chat Xo, Ho Tro Dieu Tri Tao Bon (30goix3g)",0
TRAJENTA DUO. FICTA/ 14/2.5+850MG BTL,"Infogos 90g Bo Sung Chat Xo, Ho Tro Dieu Tri Tao Bon (30goix3g)",0
"Bông tẩy trang 100m, may viền, dập nổi AQUA LIFE COTONEVE","Infogos 90g Bo Sung Chat Xo, Ho Tro Dieu Tri Tao Bon (30goix3g)",0
Meragin P,Maisugar Duong Bap An Kieng (50Goi x 2g),0
Maisugar ,Maisugar Duong Bap An Kieng (50Goi x 2g),1
CEPHALEXIN 500mg,Maisugar Duong Bap An Kieng (50Goi x 2g),0
BETADINE GARGLE AND MOUTHWASH 1% 125ML,Maisugar Duong Bap An Kieng (50Goi x 2g),0
Dầu gội  Thorakao  Hoa Bưởi  NEW 400 ml,Maisugar Duong Bap An Kieng (50Goi x 2g),0
Snowclear 50ml (Hàng khuyến mại không thu tiền),Snow Clear Merap (Tuyp 50ml),1
BCDR SSD REPAIR&PROTECT EXTSOFT 1X12,Snow Clear Merap (Tuyp 50ml),0
GILOBA 80;,Snow Clear Merap (Tuyp 50ml),0
Snowclear 50ml,Snow Clear Merap (Tuyp 50ml),1
CIPROBAY TAB 500MG 10'S,Snow Clear Merap (Tuyp 50ml),0
Theo PO000307914,Snow Clear Merap (Tuyp 50ml),0
Viartril-S 1500mg,Snow Clear Merap (Tuyp 50ml),0
MB497800 CICAPLAST CREAM B5+ 40ML,Snow Clear Merap (Tuyp 50ml),0
PG Whisper Siêu Mỏng Cánh  ngay 5SX48(11.22),Snow Clear Merap (Tuyp 50ml),0
"Mifexton (Hộp 30 viên), SL: 2119022 - HSD: 14/06/2025",Snow Clear Merap (Tuyp 50ml),0
Dasbrain,Dasbrain Catalent (Lọ 30vien),1
BCDR SENS SENSITIVE EXTRA SOFT 1X2,Dasbrain Catalent (Lọ 30vien),0
"Ebysta (10 ml gói), Việt Nam, (20gói/hộp)",Dasbrain Catalent (Lọ 30vien),0
PO: PO000311002,Dasbrain Catalent (Lọ 30vien),0
G4454400 - 019670 - GRN TẨY TRANG SALICYLIC BHA BLUE 400ML,Dasbrain Catalent (Lọ 30vien),0
ARCOXIA TAB 120MG 30'S,Dasbrain Catalent (Lọ 30vien),0
COXILEB 200 CAPSULES 3X10'S,Dasbrain Catalent (Lọ 30vien),0
PO000301847,Dasbrain Catalent (Lọ 30vien),0
Ống hít mũi hiệu Cây Búa,Dasbrain Catalent (Lọ 30vien),0
DAO TỈA CHÂN MÀY MB SET 3 CÂY,VITABIOTICS Feroglobin Siro Bo Mau Cho Tre Tu 1Y (Chai 200ml),0
CONCOR COR TAB 2.5MG 3X10'S,VITABIOTICS Feroglobin Siro Bo Mau Cho Tre Tu 1Y (Chai 200ml),0
PO000265070,VITABIOTICS Feroglobin Siro Bo Mau Cho Tre Tu 1Y (Chai 200ml),0
VENTOLIN INH 100MCG 200DOSE,VITABIOTICS Feroglobin Siro Bo Mau Cho Tre Tu 1Y (Chai 200ml),0
MICARDIS 40MG TABLETS B/30,VITABIOTICS Feroglobin Siro Bo Mau Cho Tre Tu 1Y (Chai 200ml),0
Yumangel,VITABIOTICS Feroglobin Siro Bo Mau Cho Tre Tu 1Y (Chai 200ml),0
Theo PO000280694,VITABIOTICS Feroglobin Siro Bo Mau Cho Tre Tu 1Y (Chai 200ml),0
CARDURAN TAB 2MG 10'S,Vitabiotics Osteocare Siro Ngua Loang Xuong 200Ml,0
Dầu tràm Cung Đình_Gold 50 ml,Vitabiotics Osteocare Siro Ngua Loang Xuong 200Ml,0
PREGNACARE PLUS OMEGA 3 (H/56 VIEN),Vitabiotics Pregnacare Plus Omega 3 Bo Sung Vitamin Cho Ba Bau (Hop 56Vien),1
PO000309763,Vitabiotics Pregnacare Plus Omega 3 Bo Sung Vitamin Cho Ba Bau (Hop 56Vien),0
4547691239129 - Bao Cao Su Okamoto Purity 3's,Vitabiotics Pregnacare Plus Omega 3 Bo Sung Vitamin Cho Ba Bau (Hop 56Vien),0
CLOSE UP KDR KIM CUONG P0118 36X100G,Vitabiotics Pregnacare Plus Omega 3 Bo Sung Vitamin Cho Ba Bau (Hop 56Vien),0
Evadam,Vitabiotics Pregnacare Plus Omega 3 Bo Sung Vitamin Cho Ba Bau (Hop 56Vien),0
BVS Diana SENSI Siêu Mỏng K.Cánh 08-2202,Vitabiotics Pregnacare Plus Omega 3 Bo Sung Vitamin Cho Ba Bau (Hop 56Vien),0
CANESTEN CREAM 10MG/G 5G 1'S,Vitabiotics Pregnacare Plus Omega 3 Bo Sung Vitamin Cho Ba Bau (Hop 56Vien),0
Durex - Bao cao su Naughty Chocolate 3s,Vitabiotics Pregnacare Plus Omega 3 Bo Sung Vitamin Cho Ba Bau (Hop 56Vien),0
PO 000306813,Aveeno Baby Kem Duong Cho Da Kho va Nhay Cam Tuyp 227g,0
SUDOCREM 60G,Aveeno Baby Kem Duong Cho Da Kho va Nhay Cam Tuyp 227g,0
Nước Oxy già VP 3% (60ml),Aveeno Baby Kem Duong Cho Da Kho va Nhay Cam Tuyp 227g,0
KEM DUONG AVEENO BABY DA KHO NC 227G,Aveeno Baby Kem Duong Cho Da Kho va Nhay Cam Tuyp 227g,1
UVS APIGEN - Gel cải thiện giảm bỏng rát- giảm phồng rộp da 10g. Lô 01071223. NSX 07-12-2023. HSD 07-12-2026,Aveeno Baby Kem Duong Cho Da Kho va Nhay Cam Tuyp 227g,0
"Tazoretin Gel 0.3% (SL: 031123, HD:15/11/2026)",Aveeno Baby Kem Duong Cho Da Kho va Nhay Cam Tuyp 227g,0
81610 LNM NAM KHO TH 50ML,Aveeno Baby Kem Duong Cho Da Kho va Nhay Cam Tuyp 227g,0
PINCLOS 75mg (H/30V),Aveeno Baby Kem Duong Cho Da Kho va Nhay Cam Tuyp 227g,0
Sua tam goi toan than Aveeno Baby 236ml,Aveeno Baby Sua Tam Goi Toan Than Cho Da Nhay Cam Chai 236ml,1
THỰC PHẨM BỔ SUNG: NƯỚC LỰU VITAMIN C CVITT 140ML,Aveeno Baby Sua Tam Goi Toan Than Cho Da Nhay Cam Chai 236ml,0
Hàng khuyến mãi không thu tiền,Aveeno Baby Sua Tam Goi Toan Than Cho Da Nhay Cam Chai 236ml,0
Số PO: PO000305453,Aveeno Baby Sua Tam Goi Toan Than Cho Da Nhay Cam Chai 236ml,0
DAU XANH EAGLE 3ml,Aveeno Baby Sua Tam Goi Toan Than Cho Da Nhay Cam Chai 236ml,0
ST GOI TOAN THAN JOHNSON’S MEM MIN 500ML,Orion Keo Hong Vi Quat - Mat Ong 87.5G,0
Keo HONG 87.5G (9Y21),Orion Keo Hong Vi Quat - Mat Ong 87.5G,1
Tràng Phục Linh Plus 20v,Orion Keo Hong Vi Quat - Mat Ong 87.5G,0
Bao cao su Sagami Miracle 5s,Orion Keo Hong Vi Quat - Mat Ong 87.5G,0
(PO000305602),Orion Keo Hong Vi Quat - Mat Ong 87.5G,0
BVS Diana STSM Không Cánh 08-2008,Orion Keo Hong Vi Quat - Mat Ong 87.5G,0
Hàng không có giá là hàng khuyến mại không thu tiền,Orion Keo Hong Vi Quat - Mat Ong 87.5G,0
PO000289097,Orion Keo Hong Vi Quat - Mat Ong 87.5G,0
FASTUM GEL 30GR 1'S,Orion Keo Hong Vi Quat - Mat Ong 87.5G,0
PG Whisper Siêu Mỏng Cánh  ngay 5SX48(11.22),Orion Keo Hong Vi Quat - Mat Ong 87.5G,0
PM NextG Cal,Nextg Cal (5Vi x 12Vien),1
STREPSILS SOOTHING HONEY & LEMON 50X2'S,Nextg Cal (5Vi x 12Vien),0
DAU XANH EAGLE 12ml,Nextg Cal (5Vi x 12Vien),0
Keo cay con tau KDG FF Spearmint 25g,Nextg Cal (5Vi x 12Vien),0
Panthenol nano bạc,Nextg Cal (5Vi x 12Vien),0
Bột sủi thanh nhiệt Sensa Cools fizz-Hương Chanh 7g x 6 gói,Nextg Cal (5Vi x 12Vien),0
STUGERON 25MG TABS. B/250,Nextg Cal (5Vi x 12Vien),0
CETAPHIL GENTLE SKIN CLEANSER 125ML,Nextg Cal (5Vi x 12Vien),0
GALVUS 50MG 2X14,Nextg Cal (5Vi x 12Vien),0
APROVEL 150MG TAB B/ 2BLS X 14 VN,Nextg Cal (5Vi x 12Vien),0
BVS MOLPED TN M.LANH CANH 8X8X6,Letdion eye drops 0.5% 5ML,0
Letdion,Letdion eye drops 0.5% 5ML,1
Magnesi -B6 v/10 h/100 t/7200,Letdion eye drops 0.5% 5ML,0
BVS Diana HN Kháng Khuẩn 08 - 2304,Letdion eye drops 0.5% 5ML,0
PMC Khẩu trang y tế màu xanh dương,Letdion eye drops 0.5% 5ML,0
Chiết khấu,Letdion eye drops 0.5% 5ML,0
FINE GINKGO PLUS 400V (PO000308244),Letdion eye drops 0.5% 5ML,0
DUREX - BCS PERFORMA 12s.,Letdion eye drops 0.5% 5ML,0
NIZORAL CREAM 15G B/1,Novomix 30 FlexPen 100IU/ml x 3ml (R)(5cay) Inj,0
NovoMix 30 FlexPen B/5 (France),Novomix 30 FlexPen 100IU/ml x 3ml (R)(5cay) Inj,1
(PO000306583),Novomix 30 FlexPen 100IU/ml x 3ml (R)(5cay) Inj,0
KIT KAT THANH CHUNKY 38G - COCOA,Novomix 30 FlexPen 100IU/ml x 3ml (R)(5cay) Inj,0
Vương Bảo 80v,Novomix 30 FlexPen 100IU/ml x 3ml (R)(5cay) Inj,0
BVS Diana ST Cool Fresh SM Cánh 08-2008,Novomix 30 FlexPen 100IU/ml x 3ml (R)(5cay) Inj,0
ELEVIT TABLETS 30'S,Novomix 30 FlexPen 100IU/ml x 3ml (R)(5cay) Inj,0
(PO000308212),Novomix 30 FlexPen 100IU/ml x 3ml (R)(5cay) Inj,0
PO000308787,Novomix 30 FlexPen 100IU/ml x 3ml (R)(5cay) Inj,0
(PO000307348),Novomix 30 FlexPen 100IU/ml x 3ml (R)(5cay) Inj,0
Whisper mềm mỏng 24CM Ngay18SX12,Mixtard 30 Flexpen 100IU/ml (H/5 But) (R) Inj,0
DAFLON 1000MG TAB 3X10'S,Mixtard 30 Flexpen 100IU/ml (H/5 But) (R) Inj,0
TLC10 - Bột sủi TN Livecool (H chanh dây),Mixtard 30 Flexpen 100IU/ml (H/5 But) (R) Inj,0
Kẹo the vị dưa hấu Playmore hũ 22g,Mixtard 30 Flexpen 100IU/ml (H/5 But) (R) Inj,0
PIN EVEREADY SUPER H.DUTY 1215 BP4+2 AA,Mixtard 30 Flexpen 100IU/ml (H/5 But) (R) Inj,0
Lessenol 500mg (Hộp 100 viên) (Hóa đơn xuất cho PO000306944 ngày 09/01/2024),Mixtard 30 Flexpen 100IU/ml (H/5 But) (R) Inj,0
DANIELE B/21,Mixtard 30 Flexpen 100IU/ml (H/5 But) (R) Inj,0
Insulatard 1000IU/10ml B/1 (France),Insulatard 1000IU/ml (1Lo x 10ml) Inj,1
Khẩu trang y tế Pharmacity màu trắng (10 cái/ gói) PO000305157,Insulatard 1000IU/ml (1Lo x 10ml) Inj,0
MEDEXA 4MG  (H/100V),Insulatard 1000IU/ml (1Lo x 10ml) Inj,0
ELTHON 50MG TABLETS 2X10'S,Insulatard 1000IU/ml (1Lo x 10ml) Inj,0
"SIFROL 0,25MG (EQUIV 0,18MG PRAMIPEXOLE)",Insulatard 1000IU/ml (1Lo x 10ml) Inj,0
PMC BÔNG VIÊN TIỆT TRÙNG 2X2CM (20V/GÓI),Insulatard 1000IU/ml (1Lo x 10ml) Inj,0
(PO000307011),Insulatard 1000IU/ml (1Lo x 10ml) Inj,0
Novorapid FlexPen 300U/3ml B/5 (France),Novorapid Flexpen 100U/ml X 3ml (H/5But) (R) Inj,1
BILAXTEN TAB 20MG 10'S,Novorapid Flexpen 100U/ml X 3ml (H/5But) (R) Inj,0
Bao cao su Pharmacity Dot and Cool hộp 3 cái (PO000306174),Novorapid Flexpen 100U/ml X 3ml (H/5But) (R) Inj,0
VASTAREL MR TAB 35MG 60'S,Novorapid Flexpen 100U/ml X 3ml (H/5But) (R) Inj,0
Tăm bông VST Gói 40 que nhựa,Ryzodeg 100mg Flextouch (Hop 5 but x 3ml) Inj,0
RYZODEG FLEXTOUCH 100U/ML 5X3 ML,Ryzodeg 100mg Flextouch (Hop 5 but x 3ml) Inj,1
Orlavi Scargel (Số lô: 3402 HSD: 2025-12-01),Ryzodeg 100mg Flextouch (Hop 5 but x 3ml) Inj,0
Xuất hàng theo PO000306369,Pororo Nuoc Uong Huong Vi Dau 235ml,0
Nước uống Pororo hương vị dâu,Pororo Nuoc Uong Huong Vi Dau 235ml,1
- (FM2300_Chain_PMC_Mua 2.000.000d (-VAT) duoc giam gia 17%),Pororo Nuoc Uong Huong Vi Dau 235ml,0
CPCN06875A - 332528 -BCDR COL SLIMSOFT FLEX CLEAN X12,Pororo Nuoc Uong Huong Vi Dau 235ml,0
Số PO: PO000305453,Pororo Nuoc Uong Huong Vi Dau 235ml,0
JARDIANCE DUO 12.5MG/850MG TABS30,Pororo Nuoc Uong Huong Vi Dau 235ml,0
Xuất hàng theo PO000306195,Pororo Nuoc Uong Huong Vi Dau 235ml,0
PO000307295,Pororo Nuoc Uong Huong Vi Dau 235ml,0
ST JOHNSON'S CHUA SUA & GAO 500ML_N,Pororo Nuoc Uong Huong Vi Sua 235ml,0
ATOPICLAIR LOTION 120ML,Pororo Nuoc Uong Huong Vi Sua 235ml,0
Miclacol Blue - F,Pororo Nuoc Uong Huong Vi Sua 235ml,0
GLUCOPHAGE XR TAB 750MG 30'S,Pororo Nuoc Uong Huong Vi Sua 235ml,0
(PO000308212),Pororo Nuoc Uong Huong Vi Sua 235ml,0
BVS MOLPED TN S.BAOVE SMCANH 8X8X6 VN,Pororo Nuoc Uong Huong Vi Dau 235ml,0
Kính bảo hộ S3006-C1,Pororo Nuoc Uong Huong Vi Dau 235ml,0
DAU XANH EAGLE 12ml,Pororo Nuoc Uong Huong Vi Dau 235ml,0
CIALIS (TAB 20MG 2'S),Pororo Nuoc Uong Huong Vi Dau 235ml,0
(PO000305535),Pororo Nuoc Uong Huong Vi Dau 235ml,0
DUREX BAO CAO SU KINGTEX 12S (NEW),Pororo Nuoc Uong Huong Vi Dau 235ml,0
Nước uống Pororo hương vị sữa,Pororo Nuoc Uong Huong Vi Sua 235ml,1
"pms-URSODIOL C, 250MG, TAB 30'S; NSX:Pharmascience Inc.",Pororo Nuoc Uong Huong Vi Sua 235ml,0
PMC Khẩu trang y tế màu xanh dương,Pororo Nuoc Uong Huong Vi Sua 235ml,0
TRAJENTA DUO. FICTA/ 14/2.5+1000MG BTL,Pororo Nuoc Uong Huong Vi Sua 235ml,0
Silybean Comp,Silybean Comp (6Vi x 10vien),1
Keo cay con tau KDG FF Cherry 25g,Silybean Comp (6Vi x 10vien),0
Mixtard 30 1000IU/10ml B/1 (France),Silybean Comp (6Vi x 10vien),0
Vaginax (H/2 vỉ x 7v -104h/k),Silybean Comp (6Vi x 10vien),0
"Megaduo Plus (15g) ( SL: MGP010223, HD: 01/02/2026)",Silybean Comp (6Vi x 10vien),0
BIVITANPO 100 (hộp/ 30 viên)   ,Silybean Comp (6Vi x 10vien),0
JARDIANCE DUO 12.5MG/850MG TABS30,Silybean Comp (6Vi x 10vien),0
 Siang Pure Oil Formula I loại 7cc,Silybean Comp (6Vi x 10vien),0
ZidocinDHG v/10 h/20 t/5600,Silybean Comp (6Vi x 10vien),0
Dung Dịch Xịt Mũi Dr.Muối 100ml,Dr Muoi Dung Dich Xit Mui (Chai 100ml),1
JANUVIA TAB 50MG 2X14'S,Dr Muoi Dung Dich Xit Mui (Chai 100ml),0
PO000307358,Dr Muoi Dung Dich Xit Mui (Chai 100ml),0
CEELIN SYRUP BT/60ML,Dr Muoi Dung Dich Xit Mui (Chai 100ml),0
(PO000305900),Dr Muoi Dung Dich Xit Mui (Chai 100ml),0
KDR SSD Repair & Protect Deep Repair WTN,Dr Muoi Dung Dich Xit Mui (Chai 100ml),0
TRAJENTA DUO. FICTA/ 60/2.5+500MG BTL,Dr Muoi Dung Dich Xit Mui (Chai 100ml),0
Chiết khấu thương mại Tháng 11/2023 theo Hợp đồng số 3012/CH-PHARMACITY/2022 ngày 30/12/2022 và Phụ lục hợp đồng số PL02/CH-PHARMACITY/2022 ngày 01/07/2023,Dr Muoi Dung Dich Xit Mui (Chai 100ml),0
PO000308147,Dr Muoi Dung Dich Xit Mui (Chai 100ml),0
"Băng keo cá nhân Pororo,72x18, 20 miếng/hộp",Dr Muoi Dung Dich Xit Mui (Chai 100ml),0
"Dung dịch vệ sinh mũi - Người lớn Nước biển sâu Xisat (75 ml), Việt Nam, (01 chai/hộp)",Dr Muoi Dung Dich Xit Mui (Chai 100ml),0
"Dung dịch vệ sinh mũi - Trẻ em Nước biển sâu Xisat (75 ml), Việt Nam, (01 chai/hộp)",Dr Muoi Dung Dich Xit Mui (Chai 100ml),0
MB497800 CICAPLAST CREAM B5+ 40ML,La Roche Posay Cicaplast Kem Duong Giup Lam Diu & Mat Da B5+ 40ml/Tuyp,1
NORMAGUT;250MG,La Roche Posay Cicaplast Kem Duong Giup Lam Diu & Mat Da B5+ 40ml/Tuyp,0
Theo PO 000309222 Ngày 25/01/2024,La Roche Posay Cicaplast Kem Duong Giup Lam Diu & Mat Da B5+ 40ml/Tuyp,0
(PO000309905),La Roche Posay Cicaplast Kem Duong Giup Lam Diu & Mat Da B5+ 40ml/Tuyp,0
EFFERALGAN 80MG SUPPO B/10,La Roche Posay Cicaplast Kem Duong Giup Lam Diu & Mat Da B5+ 40ml/Tuyp,0
HEALTHY LIFE FISH OIL OMEGA 3,La Roche Posay Cicaplast Kem Duong Giup Lam Diu & Mat Da B5+ 40ml/Tuyp,0
Tydol Codeine forte ( B/10bls x 10s),Tydol codeine Forte (10Vi x 10Vien),1
PO000302874,Tydol codeine Forte (10Vi x 10Vien),0
ULTIBRO BREEZHALER 110MCG/50MCG 3X10'S,Tydol codeine Forte (10Vi x 10Vien),0
VALIERA 2MG TABLETS 1X30'S,Tydol codeine Forte (10Vi x 10Vien),0
GLUCOPHAGE XR TAB 750MG 30'S,Tydol codeine Forte (10Vi x 10Vien),0
DUNG DICH NHO MAT (V.ROHTO MINERAL TEAR) 13ML,Tydol codeine Forte (10Vi x 10Vien),0
Opecipro 500 (B/2bls x 7s),OpeCipro 500 (2Vi x 7Vien),1
KHĂN BỎ TÚI PHARMACITY 10 TỜ,OpeCipro 500 (2Vi x 7Vien),0
DOROCODON VBĐ H/2vỉx10viên -00823-201226-DMC 0,OpeCipro 500 (2Vi x 7Vien),0
TWYNSTA 40MG/5MG TABS. B/98,OpeCipro 500 (2Vi x 7Vien),0
ESTRACEPTIN 0.15MG TABLETS 28'S,OpeCipro 500 (2Vi x 7Vien),0
BIVANTOX 300 Tab,OpeCipro 500 (2Vi x 7Vien),0
NISTEN,OpeCipro 500 (2Vi x 7Vien),0
Fixderma Scar Gel,Opesinkast 10mg (4vi x 7vien),0
"Opesinkast 10 (Coated tablets, B/4bls x 7s)",Opesinkast 10mg (4vi x 7vien),1
Paralmax Cảm Cúm (Hộp 10 vỉ x 12 viên),Opesinkast 10mg (4vi x 7vien),0
Thuốc Hen Phúc Hưng( hộp 1 lọ x 250ml cao lỏng),Opesinkast 10mg (4vi x 7vien),0
75597197 FOAM CLEANSER 236ML 8OZ,Opesinkast 10mg (4vi x 7vien),0
DC THAY LUOI SCHICK EXACTA2 SYSTEM1+2S,Opesinkast 10mg (4vi x 7vien),0
DIANE 35 TAB 21'S,Opesinkast 10mg (4vi x 7vien),0
Tydol Codeine (B/10bls x 10s),Tydol codeine (10Vi x 10Vien),1
JANUVIA TAB 100MG 2X14'S,Tydol codeine (10Vi x 10Vien),0
DUPHASTON 10MG TABLETS 1X20'S,Tydol codeine (10Vi x 10Vien),0
"Định tính phát hiện hCG trong nước tiểu người (Test thử nhanh hCG, Biocheck, NT, Bút, 1T/H)",Tydol codeine (10Vi x 10Vien),0
(PO000305900),Tydol codeine (10Vi x 10Vien),0
